1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC02483	rplT	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00871	rplT	RDBECOLIPMC03600	rplTp	1799763	RDBECOLITMC00023		RDBECOLITFC00128	FNR	b1716	1799749	1799393	1799363-1799382	Ecocyc:TU0-6657 
RDBECOLITUC02484	rpsO-pnp	RDBECOLIOPC03608	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733,RDBECOLIGNC00904	pnp;rpsO	RDBECOLIPMC03652	rpsOp	3311786	RDBECOLITMC00363				b3164;b3165	3311684	3309033	3308999-3309021	Ecocyc:TU0-6660 
RDBECOLITUC02485	ruvAB	RDBECOLIOPC03366	ruvAB	RDBECOLIGNC04713,RDBECOLIGNC04712	ruvB;ruvA	RDBECOLIPMC03610	ruvAp2	1946016	RDBECOLITMC00300,RDBECOLITMC00299		RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA	b1860;b1861	1945976	1944346	1944219-1944248;1944273-1944303	Ecocyc:TU0-6661 
RDBECOLITUC02486	ptrA	RDBECOLIOPC02880	ptrA-recBD	RDBECOLIGNC00776	ptrA	RDBECOLIPMC03643	ptrAp	2959011		sigma70	RDBECOLITFC00214	LexA	b2821	2958884	2955996		Ecocyc:TU0-6683 
RDBECOLITUC02487	rnhA	RDBECOLIOPC00479	rnhA	RDBECOLIGNC00850	rnhA	RDBECOLIPMC03558	rnhAp	236041					b0214	236002	235535		Ecocyc:TU0-6685 
RDBECOLITUC02488	uvrYC	RDBECOLIOPC02149	uvrYC	RDBECOLIGNC01051,RDBECOLIGNC01123	uvrC;uvrY	RDBECOLIPMC03614	uvrYp2	1995406		sigma70	RDBECOLITFC00214	LexA	b1913;b1914	1995359	1992874		Ecocyc:TU0-6686 
RDBECOLITUC02489	valS	RDBECOLIOPC03585	holC-valS	RDBECOLIGNC01055	valS	RDBECOLIPMC03713	valSp2	4483919	RDBECOLITMC00370	sigma70			b4258	4483837	4480982	4480932-4480957	Ecocyc:TU0-6687 
RDBECOLITUC02490	sdhDAB	RDBECOLIOPC03446	sdhCDAB-sucABCD-sdhX	RDBECOLIGNC00920,RDBECOLIGNC00919,RDBECOLIGNC00922	sdhB;sdhA;sdhD	RDBECOLIPMC03575	sdhDp	755404	RDBECOLITMC00248	sigma70	RDBECOLITFC00189	CRP	b0724;b0723;b0722	755560	758405	758444-758450	Ecocyc:TU0-6702 
RDBECOLITUC02491	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02824	cstAp3	629873	RDBECOLITMC00082	sigma70			b0598	629894	631999	632046-632091	Ecocyc:TU0-6821 
RDBECOLITUC02492	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02825	cstAp2	629864	RDBECOLITMC00082	sigma70			b0598	629894	631999	632046-632091	Ecocyc:TU0-6822 
RDBECOLITUC02493	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02826	cstAp1	629855	RDBECOLITMC00082		RDBECOLITFC00189	CRP	b0598	629894	631999	632046-632091	Ecocyc:TU0-6823 
RDBECOLITUC02494	nanCM	RDBECOLIOPC03035	nanCMS	RDBECOLIGNC04658,RDBECOLIGNC04659	nanM;nanC	RDBECOLIPMC02827	nanCp	4539928			RDBECOLITFC00189,RDBECOLITFC00027,RDBECOLITFC00027,RDBECOLITFC00154,RDBECOLITFC00154,RDBECOLITFC00154	CRP,NagC,NagC,NanR,NanR,NanR	b4310;b4311	4539501	4537659		Ecocyc:TU0-6843 
RDBECOLITUC02495	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI	RDBECOLIPMC03548	ilvIp3	85453		sigma70			b0078;b0077	85630	87848		Ecocyc:TU0-6861 
RDBECOLITUC02496	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI	RDBECOLIPMC03547	ilvIp4	85420		sigma70			b0078;b0077	85630	87848		Ecocyc:TU0-6881 
RDBECOLITUC02497	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI	RDBECOLIPMC03549	ilvIp2	85540			RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp	b0078;b0077	85630	87848		Ecocyc:TU0-6882 
RDBECOLITUC02498	carB	RDBECOLIOPC02852	carAB	RDBECOLIGNC00131	carB	RDBECOLIPMC03545	carBp	30775					b0033	30817	34038		Ecocyc:TU0-6884 
RDBECOLITUC02499	yhfG-fic-pabA	RDBECOLIOPC01714	yhfG-fic-pabA	RDBECOLIGNC00674,RDBECOLIGNC00301,RDBECOLIGNC02237	pabA;fic;yhfG	RDBECOLIPMC03660	yhfGp	3491648		sigma38			b3360;b3361;b3362	3491620	3490266		Ecocyc:TU0-6885 
RDBECOLITUC02500	argE	RDBECOLIOPC02642	argE	RDBECOLIGNC01258	argE	RDBECOLIPMC03701	argEp2	4155078					b3957	4154847	4153696		Ecocyc:TU0-6886 
RDBECOLITUC02501	talA-tktB	RDBECOLIOPC02569	talA-tktB	RDBECOLIGNC02001,RDBECOLIGNC01728	tktB;talA	RDBECOLIPMC02828	talAp1	2578588		sigma38	RDBECOLITFC00039	DksA	b2465;b2464	2578666	2581639		Ecocyc:TU0-6921 
RDBECOLITUC02502	rhoL-rho	RDBECOLIOPC01364	rhoL-rho	RDBECOLIGNC02279,RDBECOLIGNC00835	rhoL;rho	RDBECOLIPMC03690	rhoLp	3966162	RDBECOLITMC00226				b3782;b3783	3966231	3967676	3967677-3967731	Ecocyc:TU0-6941 
RDBECOLITUC02503	lepAB	RDBECOLIOPC00467	lepAB	RDBECOLIGNC00521,RDBECOLIGNC00522	lepA;lepB	RDBECOLIPMC03631	lepAp	2707196					b2569;b2568	2707124	2704335		Ecocyc:TU0-6942 
RDBECOLITUC02504	cspI	RDBECOLIOPC03316	cspI	RDBECOLIGNC03678	cspI	RDBECOLIPMC02829	cspIp1	1638812			RDBECOLITFC00196,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	BasR,Fis,Fis,Fis,Fis,Fis,Fis	b1552	1638667	1638455		Ecocyc:TU0-6981 
RDBECOLITUC02505	cspB	RDBECOLIOPC01067	cspB	RDBECOLIGNC02086	cspB	RDBECOLIPMC02830	cspBp	1641715		sigma70			b1557	1641554	1641339		Ecocyc:TU0-6982 
RDBECOLITUC02506	cspG	RDBECOLIOPC00196	cspG	RDBECOLIGNC03380	cspG								b0990	1051461	1051673		Ecocyc:TU0-6983 
RDBECOLITUC02507	cysG	RDBECOLIOPC02187	nirBDC-cysG	RDBECOLIGNC00183	cysG	RDBECOLIPMC02865	cysGp2	3497793					b3368	3497828	3499201		Ecocyc:TU0-6 
RDBECOLITUC02508	gcd	RDBECOLIOPC03037	gcd	RDBECOLIGNC00362	gcd	RDBECOLIPMC00451	gcdp2	141279	RDBECOLITMC00287				b0124	141225	138835	138801-138816	Ecocyc:TU0-7001 
RDBECOLITUC02509	rpoBC	RDBECOLIOPC03019	rplKAJL-rpoBC	RDBECOLIGNC00885,RDBECOLIGNC00884	rpoC;rpoB	RDBECOLIPMC03706	rpoBp	4181063	RDBECOLITMC00360				b3988;b3987	4181245	4189573	4189599-4189613	Ecocyc:TU0-7002 
RDBECOLITUC02510	hcp-hcr	RDBECOLIOPC02383	poxB-ltaE-ybjT	RDBECOLIGNC03325,RDBECOLIGNC03326	hcr;hcp	RDBECOLIPMC02832	hcpp1	913845			RDBECOLITFC00216,RDBECOLITFC00085,RDBECOLITFC00009,RDBECOLITFC00085,RDBECOLITFC00009,RDBECOLITFC00128,RDBECOLITFC00038	OxyR,NarP,NarL,NarP,NarL,FNR,NsrR	b0872;b0873	913814	911182		Ecocyc:TU0-7021 
RDBECOLITUC02511	srlR	RDBECOLIOPC02975	srlAEBD-gutM-srlR-gutQ	RDBECOLIGNC00962	srlR	RDBECOLIPMC03844	srlRp	2828860					b2707	2829047	2829820		Ecocyc:TU0-7042 
RDBECOLITUC02512	uvrD	RDBECOLIOPC03397	uvrD	RDBECOLIGNC01052	uvrD	RDBECOLIPMC03691	uvrDp2	3997971	RDBECOLITMC00177				b3813	3997983	4000145	4000150-4000177	Ecocyc:TU0-7043 
RDBECOLITUC02513	uvrB	RDBECOLIOPC01941	uvrB	RDBECOLIGNC01050	uvrB	RDBECOLIPMC03576	uvrBp3	813152		sigma70	RDBECOLITFC00017,RDBECOLITFC00214,RDBECOLITFC00017,RDBECOLITFC00017	DnaA,LexA,DnaA,DnaA	b0779	813526	815547		Ecocyc:TU0-7044 
RDBECOLITUC02514	yzfA	RDBECOLIOPC00239	yzfA	RDBECOLIGNC01192	yzfA	RDBECOLIPMC03710	yzfAp2	4448294					b4223	4448245	4447976		Ecocyc:TU0-7061 
RDBECOLITUC02515	galP	RDBECOLIOPC01700	galP	RDBECOLIGNC02043	galP	RDBECOLIPMC02833	galPp	3088255		sigma70	RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00027,RDBECOLITFC00189,RDBECOLITFC00033,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00088	GalR,GalS,GalR,GalS,GalR,GalS,GalR,GalS,NagC,CRP,GalS,GalS,GalR,GalR	b2943	3088284	3089678		Ecocyc:TU0-7081 
RDBECOLITUC02516	bdm-sra	RDBECOLIOPC01036	bdm-sra	RDBECOLIGNC01463,RDBECOLIGNC03630	sra;bdm	RDBECOLIPMC02834	bdmp	1556340			RDBECOLITFC00042	RcsB	b1480;b1481	1556280	1555826		Ecocyc:TU0-7141 
RDBECOLITUC02517	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIOPC03573	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC02741,RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	rirA;waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ	RDBECOLIPMC02835	rirAp	3808238		sigma70			b4760;b3623;b3624;b3625;b3626;b3627;b3628;b3629;b3630;b3631;b3632	3808238	3798239		Ecocyc:TU0-7161 
RDBECOLITUC02518	rfaQGPSBIJYZ-waaU	RDBECOLIOPC03573	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ	RDBECOLIPMC02836	waaQp	3808180					b3623;b3624;b3625;b3626;b3627;b3628;b3629;b3630;b3631;b3632	3808098	3798239		Ecocyc:TU0-7162 
RDBECOLITUC02519	waaA	RDBECOLIOPC02546	kdtA-coaD	RDBECOLIGNC00512	waaA	RDBECOLIPMC02837	waaAp1	3808516		sigma70			b3633	3808540	3809817		Ecocyc:TU0-7163 
RDBECOLITUC02520	waaA	RDBECOLIOPC02546	kdtA-coaD	RDBECOLIGNC00512	waaA	RDBECOLIPMC02838	waaAp2	3808256		sigma70			b3633	3808540	3809817		Ecocyc:TU0-7164 
RDBECOLITUC02521	istR-2	RDBECOLIOPC02872	istR-2	RDBECOLIGNC02566	istR	RDBECOLIPMC02839	istR-2p	3853257	RDBECOLITMC00076	sigma70			b4616	3853257	3853118	3853118-3853144	Ecocyc:TU0-7181 
RDBECOLITUC02522	istR-1	RDBECOLIOPC02872	istR-2	RDBECOLIGNC02566	istR	RDBECOLIPMC02840	istR-1p	3853192	RDBECOLITMC00076	sigma70			b4616	3853257	3853118	3853118-3853144	Ecocyc:TU0-7182 
RDBECOLITUC02523	hcaR-iroK	RDBECOLIOPC02107	hcaR-iroK	RDBECOLIGNC02718,RDBECOLIGNC04158	iroK;hcaR	RDBECOLIPMC02841	hcaRp	2668964			RDBECOLITFC00092	HcaR	b4706;b2537	2668896	2668006		Ecocyc:TU0-7201 
RDBECOLITUC02524	hcaEFCBD	RDBECOLIOPC01059	hcaEFCBD	RDBECOLIGNC04161,RDBECOLIGNC04160,RDBECOLIGNC04159,RDBECOLIGNC04711,RDBECOLIGNC04705	hcaD;hcaB;hcaC;hcaF;hcaE	RDBECOLIPMC02842	hcaEp	2668982			RDBECOLITFC00092	HcaR	b2542;b2541;b2540;b2539;b2538	2669032	2673249		Ecocyc:TU0-7202 
RDBECOLITUC02525	prpR	RDBECOLIOPC00184	prpR	RDBECOLIGNC03088	prpR	RDBECOLIPMC02843	prpRp	348471		sigma70	RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00202,RDBECOLITFC00189,RDBECOLITFC00064,RDBECOLITFC00064	AscG,AscG,AscG,AscG,AscG,PhoB,CRP,PrpR,PrpR	b0330	348443	346857		Ecocyc:TU0-7221 
RDBECOLITUC02526	moaBCDE	RDBECOLIOPC01740	moaABCDE	RDBECOLIGNC01545,RDBECOLIGNC01544,RDBECOLIGNC01607,RDBECOLIGNC01543	moaE;moaD;moaC;moaB	RDBECOLIPMC02844	moaBp	817977					b0785;b0784;b0783;b0782	818055	819747		Ecocyc:TU0-7262 
RDBECOLITUC02527	yrdD-rimN-aroE-yrdB	RDBECOLIOPC00775	yrdD-rimN-aroE-yrdB	RDBECOLIGNC04490,RDBECOLIGNC00073,RDBECOLIGNC04491,RDBECOLIGNC04492	yrdB;aroE;tsaC;yrdD								b3280;b3281;b3282;b3283	3431962	3429766		Ecocyc:TU0-7281 
RDBECOLITUC02528	smf	RDBECOLIOPC02463	smf	RDBECOLIGNC01551	smf	RDBECOLIPMC03014	smfp	3433686					b4473	3433560	3432436		Ecocyc:TU0-7282 
RDBECOLITUC02529	kdgK	RDBECOLIOPC01391	kdgK	RDBECOLIGNC02130	kdgK								b3526	3679419	3680348		Ecocyc:TU0-7301 
RDBECOLITUC02530	mntH	RDBECOLIOPC00497	mntH	RDBECOLIGNC04083	mntH	RDBECOLIPMC02845	mntHp	2512734		sigma70	RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00143,RDBECOLITFC00093	OxyR,OxyR,MntR,Fur	b2392	2512706	2511468		Ecocyc:TU0-7321 
RDBECOLITUC02531	rpiA	RDBECOLIOPC02038	rpiA	RDBECOLIGNC01406	rpiA	RDBECOLIPMC02846	rpiAp	3059353	RDBECOLITMC00284				b2914	3059325	3058666	3058644-3058660	Ecocyc:TU0-7341 
RDBECOLITUC02532	tktB	RDBECOLIOPC02569	talA-tktB	RDBECOLIGNC02001	tktB	RDBECOLIPMC02847	tktBp	2579308		sigma38	RDBECOLITFC00202	PhoB	b2465	2579636	2581639		Ecocyc:TU0-7342 
RDBECOLITUC02533	ves	RDBECOLIOPC00222	ves	RDBECOLIGNC03789	ves	RDBECOLIPMC02848	vesp	1824984		sigma28			b1742	1824937	1824362		Ecocyc:TU0-7361 
RDBECOLITUC02534	agp	RDBECOLIOPC01677	agp	RDBECOLIGNC00030	agp	RDBECOLIPMC02849	agpp	1065559	RDBECOLITMC00286		RDBECOLITFC00189	CRP	b1002	1065585	1066826	1066833-1066857	Ecocyc:TU0-7401 
RDBECOLITUC02535	glk	RDBECOLIOPC01942	glk	RDBECOLIGNC02421	glk	RDBECOLIPMC02850	glkp4	2509461	RDBECOLITMC00288	sigma70	RDBECOLITFC00057,RDBECOLITFC00057	Cra,Cra	b2388	2509426	2508461	2508424-2508447	Ecocyc:TU0-7421 
RDBECOLITUC02536	galU	RDBECOLIOPC02526	galU	RDBECOLIGNC01289	galU	RDBECOLIPMC02851	galUp	1291405					b1236	1291457	1292365		Ecocyc:TU0-7441 
RDBECOLITUC02537	amyA	RDBECOLIOPC01335	amyA	RDBECOLIGNC01353	amyA	RDBECOLIPMC02853	amyAp	2006115	RDBECOLITMC00289	sigma70			b1927	2006156	2007643	2007642-2007674	Ecocyc:TU0-7461 
RDBECOLITUC02538	bglX	RDBECOLIOPC00445	bglX	RDBECOLIGNC01929	bglX	RDBECOLIPMC02855	bglXp	2222120	RDBECOLITMC00291	sigma70			b2132	2221989	2219692	2219660-2219682	Ecocyc:TU0-7501 
RDBECOLITUC02539	sthA	RDBECOLIOPC02088	sthA	RDBECOLIGNC01391	sthA	RDBECOLIPMC02856	sthAp	4160802					b3962	4160790	4159390		Ecocyc:TU0-7521 
RDBECOLITUC02540	evgLAS	RDBECOLIOPC01053	evgLAS	RDBECOLIGNC02829,RDBECOLIGNC01557,RDBECOLIGNC01556	evgL;evgS;evgA	RDBECOLIPMC02858	evgLp2	2483631		sigma70	RDBECOLITFC00020,RDBECOLITFC00181	H-NS,EvgA	b4781;b2370;b2369	2483729	2487967		Ecocyc:TU0-7541 
RDBECOLITUC02541	evgLAS	RDBECOLIOPC01053	evgLAS	RDBECOLIGNC02829,RDBECOLIGNC01557,RDBECOLIGNC01556	evgL;evgS;evgA	RDBECOLIPMC02859	evgLp1	2483641		sigma38	RDBECOLITFC00020,RDBECOLITFC00181	H-NS,EvgA	b4781;b2370;b2369	2483729	2487967		Ecocyc:TU0-7561 
RDBECOLITUC02542	polB	RDBECOLIOPC01727	polB	RDBECOLIGNC00737	polB	RDBECOLIPMC02860	polBp	65803		sigma70	RDBECOLITFC00214	LexA	b0060	65780	63429		Ecocyc:TU0-7581 
RDBECOLITUC02543	allA	RDBECOLIOPC00764	allA	RDBECOLIGNC03155	allA	RDBECOLIPMC02862	allAp	532390			RDBECOLITFC00184	AllR	b0505	532451	532933		Ecocyc:TU0-7601 
RDBECOLITUC02544	allS	RDBECOLIOPC02444	allS	RDBECOLIGNC03154	allS	RDBECOLIPMC02863	allSp	532300			RDBECOLITFC00184	AllR	b0504	532221	531295		Ecocyc:TU0-7602 
RDBECOLITUC02545	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	RDBECOLIOPC01712	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	RDBECOLIGNC03162,RDBECOLIGNC03161,RDBECOLIGNC03160,RDBECOLIGNC03159,RDBECOLIGNC03158,RDBECOLIGNC03157,RDBECOLIGNC01533	glxK;ybbY;allB;allW;glxR;hyi;gcl	RDBECOLIPMC02864	gclp	533907		sigma70	RDBECOLITFC00184	AllR	b0514;b0513;b0512;b0511;b0509;b0508;b0507	533916	543033		Ecocyc:TU0-7603 
RDBECOLITUC02546	allDC-ylbA	RDBECOLIOPC00482	allDC-ylbA	RDBECOLIGNC03163,RDBECOLIGNC03164,RDBECOLIGNC03165	allE;allC;allD	RDBECOLIPMC02866	allDp	546411		sigma70	RDBECOLITFC00205	AllS	b0515;b0516;b0517	546363	543261		Ecocyc:TU0-7622 
RDBECOLITUC02547	yhhY	RDBECOLIOPC02021	yhhY	RDBECOLIGNC04545	yhhY	RDBECOLIPMC02867	yhhYp	3581111		sigma70	RDBECOLITFC00093	Fur	b3441	3581138	3581626		Ecocyc:TU0-7662 
RDBECOLITUC02548	nohA-stfQ-tfaQ	RDBECOLIOPC01008	nohA-stfQ-tfaQ	RDBECOLIGNC03673,RDBECOLIGNC03674,RDBECOLIGNC01579	tfaQ;stfQ;nohA	RDBECOLIPMC02868	nohAp	1636603		sigma70	RDBECOLITFC00093,RDBECOLITFC00093	Fur,Fur	b1546;b1547;b1548	1636367	1634310		Ecocyc:TU0-7681 
RDBECOLITUC02549	fhuF	RDBECOLIOPC02827	fhuF	RDBECOLIGNC04684	fhuF	RDBECOLIPMC02869	fhuFp1	4605694		sigma70	RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	OxyR,OxyR,OxyR,OxyR,Fur,Fur,Fur,Fur	b4367	4605663	4604875		Ecocyc:TU0-7701 
RDBECOLITUC02550	otsBA	RDBECOLIOPC02985	otsBA	RDBECOLIGNC01688,RDBECOLIGNC01687	otsB;otsA	RDBECOLIPMC02870	otsBp2	1982442	RDBECOLITMC00106	sigma38			b1897;b1896	1982387	1980188	1980096-1980126	Ecocyc:TU0-7722 
RDBECOLITUC02551	ydeP	RDBECOLIOPC00712	ydeP	RDBECOLIGNC03645	ydeP	RDBECOLIPMC03243	ydePp	1586664		sigma70	RDBECOLITFC00166,RDBECOLITFC00027,RDBECOLITFC00020,RDBECOLITFC00042,RDBECOLITFC00009,RDBECOLITFC00085,RDBECOLITFC00100,RDBECOLITFC00181	PhoP,NagC,H-NS,RcsB,NarL,NarP,UvrY,EvgA	b1501	1586486	1584207		Ecocyc:TU0-7741 
RDBECOLITUC02552	ydeO	RDBECOLIOPC02755	safA-ydeO	RDBECOLIGNC03643	ydeO	RDBECOLIPMC03238	ydeOp			sigma32	RDBECOLITFC00020	H-NS	b1499	1583687	1582926		Ecocyc:TU0-7743 
RDBECOLITUC02553	yegRZ	RDBECOLIOPC01322	yegRZ	RDBECOLIGNC03962,RDBECOLIGNC03964	yegZ;yegR	RDBECOLIPMC00266	yegRp	2168349		sigma70	RDBECOLITFC00181	EvgA	b2083;b2085	2168306	2167602		Ecocyc:TU0-7744 
RDBECOLITUC02554	frc	RDBECOLIOPC03522	yfdV	RDBECOLIGNC04067	frc	RDBECOLIPMC03248	frcp	2493439		sigma70	RDBECOLITFC00181	EvgA	b2374	2493254	2492004		Ecocyc:TU0-7745 
RDBECOLITUC02555	yfdX	RDBECOLIOPC03522	yfdV	RDBECOLIGNC04064,RDBECOLIGNC04065,RDBECOLIGNC04066,RDBECOLIGNC04067,RDBECOLIGNC04068	yfdE;yfdV;oxc;frc;yfdX	RDBECOLIPMC03249	yfdXp	2494433		sigma70	RDBECOLITFC00181,RDBECOLITFC00181	EvgA,EvgA	b2371;b2372;b2373;b2374;b2375	2494402	2488023		Ecocyc:TU0-7746 
RDBECOLITUC02556	yrbL	RDBECOLIOPC01045	yrbL	RDBECOLIGNC04461	yrbL	RDBECOLIPMC02871	yrbLp	3348421			RDBECOLITFC00196,RDBECOLITFC00071,RDBECOLITFC00201,RDBECOLITFC00166	BasR,SoxR,SoxS,PhoP	b3207	3348452	3349084		Ecocyc:TU0-7781 
RDBECOLITUC02557	borD	RDBECOLIOPC00162	borD	RDBECOLIGNC03190	borD	RDBECOLIPMC02872	borDp	578921			RDBECOLITFC00166	PhoP	b0557	578893	578600		Ecocyc:TU0-7783 
RDBECOLITUC02558	rstAB	RDBECOLIOPC01711	rstAB	RDBECOLIGNC01210,RDBECOLIGNC03717	rstB;rstA	RDBECOLIPMC02873	rstAp	1682138			RDBECOLITFC00166	PhoP	b1609;b1608	1682159	1684183		Ecocyc:TU0-7784 
RDBECOLITUC02559	slyB	RDBECOLIOPC03216	slyB	RDBECOLIGNC03734	slyB	RDBECOLIPMC02874	slyBp1	1719777			RDBECOLITFC00166	PhoP	b1641	1719876	1720343		Ecocyc:TU0-7802 
RDBECOLITUC02560	slyB	RDBECOLIOPC03216	slyB	RDBECOLIGNC03734	slyB	RDBECOLIPMC02875	slyBp2	1719748			RDBECOLITFC00166	PhoP	b1641	1719876	1720343		Ecocyc:TU0-7803 
RDBECOLITUC02561	rob	RDBECOLIOPC01363	rob	RDBECOLIGNC01333	rob	RDBECOLIPMC02876	robp	4635353			RDBECOLITFC00051,RDBECOLITFC00201,RDBECOLITFC00074	Rob,SoxS,MarA	b4396	4635310	4634441		Ecocyc:TU0-7804 
RDBECOLITUC02562	nagA	RDBECOLIOPC02093	nagBACD	RDBECOLIGNC00624	nagA	RDBECOLIPMC02877	nagAp	703175			RDBECOLITFC00166	PhoP	b0677	702751	701603		Ecocyc:TU0-7805 
RDBECOLITUC02563	hemL	RDBECOLIOPC02004	hemL	RDBECOLIGNC00425	hemL	RDBECOLIPMC02878	hemLp	174921		sigma28	RDBECOLITFC00166,RDBECOLITFC00158	PhoP,PdhR	b0154	174882	173602		Ecocyc:TU0-7806 
RDBECOLITUC02564	pagP	RDBECOLIOPC00994	pagP	RDBECOLIGNC02068	pagP	RDBECOLIPMC02879	pagPp	656526			RDBECOLITFC00136,RDBECOLITFC00136,RDBECOLITFC00136,RDBECOLITFC00166	SlyA,SlyA,SlyA,PhoP	b0622	656557	657117		Ecocyc:TU0-7821 
RDBECOLITUC02565	ybjG	RDBECOLIOPC00200	ybjG	RDBECOLIGNC03308	ybjG	RDBECOLIPMC02880	ybjGp	883508			RDBECOLITFC00166	PhoP	b0841	883388	882792		Ecocyc:TU0-7822 
RDBECOLITUC02566	ompT	RDBECOLIOPC01647	envY-ompT	RDBECOLIGNC00665	ompT	RDBECOLIPMC02881	ompTp	585665			RDBECOLITFC00166	PhoP	b0565	585633	584680		Ecocyc:TU0-7823 
RDBECOLITUC02567	rpsT	RDBECOLIOPC02486	rpsT	RDBECOLIGNC00909	rpsT	RDBECOLIPMC02882	rpsTp1	21210	RDBECOLITMC00027		RDBECOLITFC00039	DksA	b0023	21078	20815	20771-20784	Ecocyc:TU0-7842 
RDBECOLITUC02568	rpsT	RDBECOLIOPC02486	rpsT	RDBECOLIGNC00909	rpsT	RDBECOLIPMC02883	rpsTp2	21120	RDBECOLITMC00027		RDBECOLITFC00039	DksA	b0023	21078	20815	20771-20784	Ecocyc:TU0-7844 
RDBECOLITUC02569	lsrACDBFG-tam	RDBECOLIOPC01305	lsrACDBFG-tam	RDBECOLIGNC03659,RDBECOLIGNC03658,RDBECOLIGNC03657,RDBECOLIGNC03656,RDBECOLIGNC03655,RDBECOLIGNC03654,RDBECOLIGNC03653	tam;lsrG;lsrF;lsrB;lsrD;lsrC;lsrA	RDBECOLIPMC02884	lsrAp	1601460		sigma38	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00165	CRP,CRP,LsrR	b1519;b1518;b1517;b1516;b1515;b1514;b1513	1601490	1608104		Ecocyc:TU0-7861 
RDBECOLITUC02570	mdtABCD-baeSR	RDBECOLIOPC02454	mdtABCD-baeSR	RDBECOLIGNC01564,RDBECOLIGNC01563,RDBECOLIGNC02032,RDBECOLIGNC03958,RDBECOLIGNC03957,RDBECOLIGNC03956	baeR;baeS;mdtD;mdtC;mdtB;mdtA	RDBECOLIPMC02885	mdtAp	2153979		sigma38	RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00182	CpxR,CpxR,BaeR	b2079;b2078;b2077;b2076;b2075;b2074	2154016	2164998		Ecocyc:TU0-7881 
RDBECOLITUC02571	mglAC	RDBECOLIOPC02769	mglBAC	RDBECOLIGNC00586,RDBECOLIGNC00584	mglC;mglA	RDBECOLIPMC02886	mglAp	2239391		sigma70	RDBECOLITFC00053	Fis	b2148;b2149	2239289	2236743		Ecocyc:TU0-7901 
