# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC01453	yhaI	3252911	3253267	forward	1	yhaI	[COMP-AINF:W]	W 
RDBECOLIOPC01454	hofQ	3519465	3520703	reverse	1	hofQ	[COMP-AINF:W]	W 
RDBECOLIOPC01455	yqjA-mzrA	3247773	3248822	forward	2	yqjA;mzrA	[COMP-AINF:W]	W 
RDBECOLIOPC01456	fruBKA	2259719	2263495	reverse	3	fruB;fruK;fruA	[AS-TAS:W]	W 
RDBECOLIOPC01457	ogrK	2167302	2167520	reverse	1	ogrK	[COMP-HINF:W]	W 
RDBECOLIOPC01458	cecR-ybhGFSR	825002	830643	reverse	5	cecR;ybhG;ybhF;ybhS;ybhR	[COMP-AINF:W]	W 
RDBECOLIOPC01460	insA4AB4B4	1049833	1050530	forward	3	insA4;insAB4;insB4	[COMP-AINF:W]	W 
RDBECOLIOPC01461	emrKY	2480638	2483339	reverse	2	emrK;emrY	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01463	argS	1960062	1961795	forward	1	argS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01464	ybiA	832468	832950	reverse	1	ybiA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01465	yegW	2182035	2182781	reverse	1	yegW	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC01466	ebgR	3221466	3222449	forward	1	ebgR	[COMP-AINF:W]	W 
RDBECOLIOPC01467	yjjK	4628855	4630522	reverse	1	ettA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01468	tyrB	4267114	4268307	forward	1	tyrB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01469	yhdV	3418390	3418611	forward	1	yhdV	[COMP-AINF:W]	W 
RDBECOLIOPC01470	cysPUWAM	2538672	2543528	reverse	5	cysP;cysU;cysW;cysA;cysM		 
RDBECOLIOPC01472	sraB	1146589	1146757	forward	1	sraB	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01473	valZ-lysY	781068	781222	forward	2	valZ;lysY	[COMP-AINF:W]	W 
RDBECOLIOPC01474	uxuAB	4551636	4554361	forward	2	uxuA;uxuB	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01475	mepK-gloC	983075	984297	forward	2	mepK;gloC	[COMP-AINF:W]	W 
RDBECOLIOPC01476	yhjX	3710799	3712007	reverse	1	yhjX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01477	rsmF	1920223	1921662	forward	1	rsmF	[COMP-AINF:W]	W 
RDBECOLIOPC01478	bcp	2600478	2600948	forward	1	bcp		 
RDBECOLIOPC01479	yaiY	399025	399333	reverse	1	yaiY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01480	yeeY	2087329	2088258	reverse	1	yeeY	[COMP-AINF:W]	W 
RDBECOLIOPC01481	yjeH	4369156	4370412	reverse	1	yjeH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01482	yhcC	3353121	3354050	reverse	1	yhcC	[COMP-AINF:W]	W 
RDBECOLIOPC01483	yghO	3129043	3130215	reverse	1	yghO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01485	truD	2870255	2871304	reverse	1	truD	[COMP-HINF:W]	W 
RDBECOLIOPC01490	ulaG	4418561	4419625	reverse	1	ulaG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01491	tynA	1449076	1451349	reverse	1	tynA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01492	yeaX	1885845	1886810	forward	1	yeaX	[COMP-AINF:W]	W 
RDBECOLIOPC01493	dapB	28374	29195	forward	1	dapB	[COMP-HINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01494	uspC	1979753	1980181	forward	1	uspC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01495	yeeJ	2044995	2052014	forward	1	yeeJ	[COMP-AINF:W]	W 
RDBECOLIOPC01496	yghQ	3131341	3132408	reverse	1	yghQ	[COMP-AINF:W]	W 
RDBECOLIOPC01497	yibT	3776171	3776380	reverse	1	yibT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01498	purC	2596905	2597618	reverse	1	purC		 
RDBECOLIOPC01499	yraQ	3297098	3298138	reverse	1	yraQ	[COMP-AINF:W]	W 
RDBECOLIOPC01500	prfC	4609414	4611003	forward	1	prfC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01501	asnA	3927155	3928147	forward	1	asnA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01502	ybbB	530132	531226	reverse	1	selU	[COMP-HINF:W]	W 
RDBECOLIOPC01503	valUXY-lysV	2520931	2521328	forward	4	valU;valX;valY;lysV	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01505	mntR-ybiR	853183	854765	forward	2	mntR;ybiR	[COMP-AINF:W]	W 
RDBECOLIOPC01506	yffO-yffP	2562111	2563117	forward	2	yffO;yffP	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01507	cusRS	593328	595443	reverse	2	cusR;cusS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01508	asnB	697513	699177	reverse	1	asnB	[COMP-AINF:W]	W 
RDBECOLIOPC01509	agrA	3648063	3648144	forward	1	agrA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01510	ydjLKJIHG	1854991	1861332	reverse	6	ydjL;ydjK;ydjJ;ydjI;ydjH;ydjG	[COMP-AINF:W]	W 
RDBECOLIOPC01511	ugpBAECQ	3587370	3592325	reverse	5	ugpB;ugpA;ugpE;ugpC;ugpQ	[IC:W]	W 
RDBECOLIOPC01512	sraG	3311183	3311398	forward	1	sraG	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01513	dcyD-tcyLN	1997062	1999480	reverse	3	dcyD;tcyL;tcyN	[COMP-AINF:W]	W 
RDBECOLIOPC01514	ygfI	3066277	3067173	reverse	1	srsR	[COMP-AINF:W]	W 
RDBECOLIOPC01515	yhbQ	3299966	3300268	forward	1	yhbQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01516	malPQ	3547986	3552473	reverse	2	malP;malQ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01517	ygjR	3237311	3238297	forward	1	ygjR	[COMP-AINF:W]	W 
RDBECOLIOPC01518	yjiJ	4561497	4562675	reverse	1	yjiJ	[COMP-AINF:W]	W 
RDBECOLIOPC01521	tfaD	581534	582097	forward	1	tfaD	[COMP-AINF:W]	W 
RDBECOLIOPC01522	ybhH	800759	801811	forward	1	ybhH	[COMP-AINF:W]	W 
RDBECOLIOPC01523	msrB	1862016	1862429	reverse	1	msrB	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01525	yfeCD	2518467	2519205	forward	2	yfeC;yfeD	[COMP-AINF:W]	W 
RDBECOLIOPC01526	ydiV	1791307	1792020	reverse	1	rflP	[COMP-AINF:W]	W 
RDBECOLIOPC01527	rfaH	4024333	4024821	reverse	1	rfaH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01528	yebE	1929048	1929707	reverse	1	yebE	[COMP-AINF:W]	W 
RDBECOLIOPC01529	mocA	3015160	3015738	forward	1	mocA	[COMP-AINF:W]	W 
RDBECOLIOPC01530	ybdL	633586	634746	forward	1	ybdL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01531	ubiK	3184840	3185130	forward	1	ubiK	[COMP-AINF:W]	W 
RDBECOLIOPC01532	yjgX	4499593	4500791	reverse	1	yjgX	[COMP-AINF:W]	W 
RDBECOLIOPC01534	htpG	495120	496994	forward	1	htpG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01535	insQ	1503657	1504865	forward	1	insQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01536	ybcI	556032	556553	reverse	1	ybcI	[COMP-AINF:W]	W 
RDBECOLIOPC01538	rhsC-ybfB	729583	734102	forward	2	rhsC;ybfB	[COMP-AINF:W]	W 
RDBECOLIOPC01539	ydhR	1746700	1747005	forward	1	ydhR	[COMP-AINF:W]	W 
RDBECOLIOPC01540	napFDAGHBC-ccmABCDEFGH	2291358	2303497	reverse	15	napF;napD;napA;napG;napH;napB;napC;ccmA;ccmB;ccmC;ccmD;ccmE;ccmF;ccmG;ccmH		 
RDBECOLIOPC01541	ydiU	1789808	1791244	reverse	1	selO		 
RDBECOLIOPC01542	cbl	2059964	2060914	reverse	1	cbl	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01543	ygeH	2992094	2993470	forward	1	ygeH	[COMP-AINF:W]	W 
RDBECOLIOPC01544	yafS	234816	235538	forward	1	yafS	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01545	argR	3384703	3385173	forward	1	argR		 
RDBECOLIOPC01547	ytfL	4439872	4441215	reverse	1	paeA	[COMP-AINF:W]	W 
RDBECOLIOPC01548	rhaSR	4097736	4099494	forward	2	rhaS;rhaR	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01550	mscK	486536	489898	forward	1	mscK	[COMP-AINF:W]	W 
RDBECOLIOPC01551	creABCD	4635521	4639530	forward	4	creA;creB;creC;creD	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01552	dacA	662752	663963	reverse	1	dacA	[COMP-AINF:W]	W 
RDBECOLIOPC01553	rutABCDEFG	1068511	1074011	reverse	7	rutA;rutB;rutC;rutD;rutE;rutF;rutG	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01554	greA	3328239	3328715	reverse	1	greA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01555	ydgH	1678427	1679371	forward	1	ydgH	[COMP-AINF:W]	W 
RDBECOLIOPC01556	uxuR	4554576	4555349	forward	1	uxuR	[EXP-IEP:W][EXP-IMP:W]	W 
RDBECOLIOPC01558	nimT	1875673	1876854	forward	1	nimT	[COMP-AINF:W]	W 
RDBECOLIOPC01559	ppdAB-ygdB-ppdC-recC	2959060	2964177	reverse	5	ppdA;ppdB;ygdB;ppdC;recC	[COMP-AINF:W]	W 
RDBECOLIOPC01560	sseA	2652494	2653339	forward	1	sseA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01561	pepD	254259	255716	reverse	1	pepD	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01562	yggSTU-rdgB-hemW	3095098	3098403	forward	5	yggS;yggT;yggU;rdgB;hemW	[COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01563	yjeM	4383839	4385341	forward	1	yjeM	[COMP-AINF:W]	W 
RDBECOLIOPC01565	ubiCA	4252506	4253888	forward	2	ubiC;ubiA		 
RDBECOLIOPC01566	yjiXA	4587909	4589079	reverse	2	yjiX;yjiA	[COMP-AINF:W]	W 
RDBECOLIOPC01567	yajG-ampG	452070	454167	reverse	2	yajG;ampG	[COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01568	lrhA	2405703	2406641	reverse	1	lrhA		 
RDBECOLIOPC01569	fre	4026527	4027228	forward	1	fre	[COMP-AINF:W]	W 
RDBECOLIOPC01571	uxaB	1609229	1610680	reverse	1	uxaB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]	W 
RDBECOLIOPC01572	yfiR-dgcN-yfiB	2741875	2744107	forward	3	yfiR;dgcN;yfiB	[COMP-AINF:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01575	dicC-ydfXW	1647174	1647850	reverse	3	dicC;ydfX;ydfW	[COMP-AINF:W]	W 
RDBECOLIOPC01576	ydjO	1812329	1813132	reverse	1	ydjO	[COMP-AINF:W]	W 
RDBECOLIOPC01577	ygcNOP	2892657	2894771	forward	3	ygcN;ygcO;ygcP	[COMP-AINF:W]	W 
RDBECOLIOPC01578	ryeA	1923066	1923337	forward	1	ryeA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01579	ldrC	1270238	1270345	reverse	1	ldrC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01580	sdhE-ygfX	3040416	3041070	reverse	2	sdhE;ygfX	[COMP-AINF:W]	W 
RDBECOLIOPC01581	mdtNOP	4299564	4304109	reverse	3	mdtN;mdtO;mdtP	[COMP-AINF:W]	W 
RDBECOLIOPC01582	glpD	3562013	3563518	forward	1	glpD		 
RDBECOLIOPC01583	yjhF	4520671	4522020	reverse	1	yjhF	[COMP-AINF:W]	W 
RDBECOLIOPC01585	ybcK	568902	570428	forward	1	ybcK	[COMP-AINF:W]	W 
RDBECOLIOPC01587	yjeV	4392892	4392945	forward	1	yjeV	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01588	ydfG	1627517	1628263	forward	1	ydfG	[COMP-AINF:W]	W 
RDBECOLIOPC01590	fbp	4454611	4455609	reverse	1	fbp	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01591	znuA	1941651	1942583	reverse	1	znuA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01592	ygaM	2800146	2800475	forward	1	ygaM	[COMP-AINF:W]	W 
RDBECOLIOPC01593	ydiK	1769074	1770186	forward	1	ydiK	[COMP-AINF:W]	W 
RDBECOLIOPC01594	insA-7	4518527	4518802	forward	1	insA7	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01595	pitA	3637642	3639141	forward	1	pitA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01596	ygeR	2999136	2999891	reverse	1	actS	[COMP-AINF:W]	W 
RDBECOLIOPC01598	ykgEFG	321608	324453	forward	3	ykgE;ykgF;ykgG	[COMP-AINF:W]	W 
RDBECOLIOPC01599	bdcR	4474124	4474717	forward	1	bdcR	[COMP-AINF:W]	W 
RDBECOLIOPC01602	cueR	513993	514400	forward	1	cueR	[COMP-AINF:W]	W 
RDBECOLIOPC01605	ackA-pta	2413470	2416891	forward	2	ackA;pta	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01606	yfjM	2765513	2765776	reverse	1	yfjM	[COMP-AINF:W]	W 
RDBECOLIOPC01608	ompW	1314020	1314658	forward	1	ompW	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01609	gstA	1714377	1714982	forward	1	gstA	[COMP-AINF:W]	W 
RDBECOLIOPC01610	yijE	4136108	4137013	forward	1	yijE	[COMP-AINF:W]	W 
RDBECOLIOPC01611	kduD	2982497	2983258	reverse	1	kduD	[COMP-AINF:W]	W 
RDBECOLIOPC01612	yagK	292322	292948	reverse	1	yagK	[COMP-AINF:W]	W 
RDBECOLIOPC01614	cspE	657292	657501	forward	1	cspE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01615	bsmA	4416441	4416770	reverse	1	bsmA	[COMP-AINF:W]	W 
RDBECOLIOPC01617	yncG	1526247	1526864	forward	1	yncG	[COMP-AINF:W]	W 
RDBECOLIOPC01618	decR	468383	468841	forward	1	decR	[COMP-AINF:W]	W 
RDBECOLIOPC01620	kgtP	2724448	2725746	reverse	1	kgtP	[COMP-AINF:W]	W 
RDBECOLIOPC01621	fadE	240859	243303	reverse	1	fadE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01622	ynfB-speG	1655808	1656744	forward	2	ynfB;speG	[COMP-AINF:W]	W 
RDBECOLIOPC01624	bcsABZC	3685700	3695236	reverse	4	bcsA;bcsB;bcsZ;bcsC	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01625	moeAB	864380	866364	reverse	2	moeA;moeB		 
RDBECOLIOPC01626	syd	2924735	2925280	reverse	1	syd	[COMP-AINF:W]	W 
RDBECOLIOPC01627	aslB	3982958	3984193	forward	1	aslB		 
RDBECOLIOPC01628	yjdIJ	4351843	4352357	forward	2	yjdI;yjdJ	[COMP-AINF:W]	W 
RDBECOLIOPC01629	sspAB	3376279	3377420	reverse	2	sspA;sspB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01630	sokB	1492119	1492175	forward	1	sokB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01631	ykiA	408609	408950	forward	1	ykiA	[COMP-AINF:W]	W 
RDBECOLIOPC01632	pgl	798586	799581	forward	1	pgl	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01633	pepB	2655075	2656358	reverse	1	pepB	[COMP-AINF:W]	W 
RDBECOLIOPC01635	bisC	3714061	3716394	reverse	1	bisC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01636	rmuC	4017333	4018760	forward	1	rmuC	[COMP-AINF:W]	W 
RDBECOLIOPC01637	gnsB	1637609	1637782	reverse	1	gnsB	[COMP-AINF:W]	W 
RDBECOLIOPC01638	yaeF	216179	217003	reverse	1	yaeF	[COMP-AINF:W]	W 
RDBECOLIOPC01640	hemCDXY	3986686	3990766	reverse	4	hemC;hemD;hemX;hemY		 
RDBECOLIOPC01641	pphB	2859760	2860416	forward	1	pphB	[COMP-AINF:W]	W 
RDBECOLIOPC01642	intD	564815	565978	reverse	1	intD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01644	rpoZ-spoT-trmH-recG	3822106	3827291	forward	4	rpoZ;spoT;trmH;recG	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01645	uspF	1435185	1435619	reverse	1	uspF	[COMP-AINF:W]	W 
RDBECOLIOPC01646	yahK	342884	343933	forward	1	yahK	[COMP-AINF:W]	W 
RDBECOLIOPC01647	envY-ompT	584680	586908	reverse	2	envY;ompT		 
RDBECOLIOPC01648	aspS	1948750	1950522	reverse	1	aspS	[IC:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01649	ypfG	2581734	2582777	reverse	1	ypfG	[COMP-AINF:W]	W 
RDBECOLIOPC01650	ygiD	3181619	3182434	reverse	1	ygiD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01651	yneE	1608108	1609022	reverse	1	yneE	[COMP-AINF:W]	W 
RDBECOLIOPC01652	ppiC	3959532	3959813	reverse	1	ppiC	[COMP-AINF:W]	W 
RDBECOLIOPC01653	yoeA	2068635	2070474	forward	1	yoeA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01654	yadMLKC	149715	152812	reverse	4	yadM;yadL;yadK;yadC	[COMP-AINF:W][COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01655	pinH	2783065	2783304	reverse	1	pinH	[COMP-AINF:W]	W 
RDBECOLIOPC01656	mrr	4586949	4587863	forward	1	mrr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01657	gcvTHP	3046168	3050667	reverse	3	gcvT;gcvH;gcvP	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01658	sroH	4190327	4190487	reverse	1	sroH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01659	cedA	1813421	1813663	reverse	1	cedA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01660	proBA	260388	262756	forward	2	proB;proA		 
RDBECOLIOPC01661	ecpA	310084	310671	reverse	1	ecpA	[COMP-AINF:W]	W 
RDBECOLIOPC01663	zipA	2530247	2531233	reverse	1	zipA	[COMP-AINF:W]	W 
RDBECOLIOPC01664	yddG	1546288	1547169	reverse	1	yddG	[COMP-AINF:W]	W 
RDBECOLIOPC01665	yfgF	2626695	2628938	reverse	1	pdeF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01666	insK	3721198	3722049	forward	1	insK	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01667	dgoRKADT	3870438	3875160	reverse	5	dgoR;dgoK;dgoA;dgoD;dgoT	[COMP-AINF:W]	W 
RDBECOLIOPC01668	nadK	2750831	2751709	forward	1	nadK	[COMP-AINF:W]	W 
RDBECOLIOPC01669	djlA	57364	58179	forward	1	djlA	[COMP-AINF:W]	W 
RDBECOLIOPC01670	gsk	500125	501429	forward	1	gsk	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01671	kdgT	4101690	4102673	forward	1	kdgT	[COMP-AINF:W]	W 
RDBECOLIOPC01672	ykfC	272847	273992	forward	1	ykfC	[COMP-AINF:W]	W 
RDBECOLIOPC01674	rpiB	4313350	4313799	forward	1	rpiB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01675	ycjD	1351407	1351760	reverse	1	ycjD	[COMP-AINF:W]	W 
RDBECOLIOPC01676	tpiA	4110740	4111507	reverse	1	tpiA	[IC:W]	W 
RDBECOLIOPC01677	agp	1065585	1066826	forward	1	agp	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01679	yfdPQ	2473604	2474856	forward	2	yfdP;yfdQ	[COMP-AINF:W]	W 
RDBECOLIOPC01680	msyB	1113807	1114181	reverse	1	msyB		 
RDBECOLIOPC01681	yegE	2143266	2146583	forward	1	dgcE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01682	yphG	2679464	2682745	reverse	1	yphG	[COMP-AINF:W]	W 
RDBECOLIOPC01683	dinD	3817760	3818584	forward	1	dinD	[COMP-AINF:W]	W 
RDBECOLIOPC01684	dcp	1625335	1627380	reverse	1	dcp	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01685	chpSB	4448447	4449042	forward	2	chpS;chpB		 
RDBECOLIOPC01686	yihI	4051347	4051856	forward	1	yihI	[COMP-AINF:W]	W 
RDBECOLIOPC01687	acrEF	3413864	3418137	forward	2	acrE;acrF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01688	yafT	237335	238120	forward	1	yafT	[COMP-AINF:W]	W 
RDBECOLIOPC01689	kdpDE	721056	724414	reverse	2	kdpD;kdpE	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01691	ychE	1298598	1299245	forward	1	ychE	[COMP-AINF:W]	W 
RDBECOLIOPC01694	ydbD	1475144	1477450	forward	1	ydbD	[COMP-AINF:W]	W 
RDBECOLIOPC01695	yfcF	2419841	2420485	reverse	1	yfcF	[COMP-AINF:W]	W 
RDBECOLIOPC01696	ydeE	1621332	1622519	forward	1	ydeE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01697	yfgG	2629290	2629481	forward	1	yfgG	[COMP-AINF:W]	W 
RDBECOLIOPC01698	yiaY	3756676	3757827	reverse	1	yiaY	[COMP-AINF:W]	W 
RDBECOLIOPC01699	omrA	2976102	2976189	reverse	1	omrA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01700	galP	3088284	3089678	forward	1	galP		 
RDBECOLIOPC01701	yigGF	4002419	4003193	reverse	2	yigG;yigF	[COMP-AINF:W]	W 
RDBECOLIOPC01702	yfcC	2417081	2418601	forward	1	yfcC	[COMP-AINF:W]	W 
RDBECOLIOPC01703	yaeI	184257	185069	reverse	1	yaeI	[COMP-AINF:W]	W 
RDBECOLIOPC01704	ydcO	1504905	1506080	reverse	1	ydcO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01706	araBAD	65855	70048	reverse	3	araB;araA;araD		 
RDBECOLIOPC01707	xapR	2521593	2522477	reverse	1	xapR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01708	ryfD	2734153	2734295	reverse	1	ryfD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01709	ydaSTUVW-rzpR	1420365	1423644	forward	6	ydaS;ydaT;ydaU;ydaV;ydaW;rzpR	[COMP-AINF:W]	W 
RDBECOLIOPC01710	ycgH	1219601	1222248	forward	1	ycgH	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01711	rstAB	1682159	1684183	forward	2	rstA;rstB		 
RDBECOLIOPC01712	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	533916	543033	forward	7	gcl;hyi;glxR;allW;allB;ybbY;glxK	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01713	yffL	2560257	2560898	forward	1	yffL	[COMP-AINF:W]	W 
RDBECOLIOPC01714	yhfG-fic-pabA	3490266	3491620	reverse	3	yhfG;fic;pabA	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01715	ygbI	2860467	2861234	reverse	1	ygbI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01716	yfaZ	2363733	2364275	reverse	1	yfaZ	[COMP-AINF:W]	W 
RDBECOLIOPC01718	bhsA	1169073	1169330	forward	1	bhsA	[IC:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01719	yhjG	3676290	3678350	reverse	1	yhjG	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][COMP-AINF:W]	W 
