Condition,Area_pixels,Area_microns
M9 + 0.2% glycerol,317,1.339325
M9 + 0.2% glycerol,337,1.423825
M9 + 0.2% glycerol,550,2.32375
M9 + 0.2% glycerol,351,1.482975
M9 + 0.2% glycerol,301,1.271725
M9 + 0.2% glycerol,347,1.466075
M9 + 0.2% glycerol,315,1.330875
M9 + 0.2% glycerol,323,1.364675
M9 + 0.2% glycerol,117,0.494325
M9 + 0.2% glycerol,622,2.62795
M9 + 0.2% glycerol,336,1.4196
M9 + 0.2% glycerol,331,1.398475
M9 + 0.2% glycerol,354,1.49565
M9 + 0.2% glycerol,323,1.364675
M9 + 0.2% glycerol,369,1.559025
M9 + 0.2% glycerol,285,1.204125
M9 + 0.2% glycerol,292,1.2337
M9 + 0.2% glycerol,395,1.668875
M9 + 0.2% glycerol,397,1.677325
M9 + 0.2% glycerol,308,1.3013
M9 + 0.2% glycerol,319,1.347775
M9 + 0.2% glycerol,965,4.077125
M9 + 0.2% glycerol,383,1.618175
M9 + 0.2% glycerol,468,1.9773
M9 + 0.2% glycerol,485,2.049125
M9 + 0.2% glycerol,519,2.192775
M9 + 0.2% glycerol,430,1.81675
M9 + 0.2% glycerol,551,2.327975
M9 + 0.2% glycerol,451,1.905475
M9 + 0.2% glycerol,399,1.685775
M9 + 0.2% glycerol,336,1.4196
M9 + 0.2% glycerol,345,1.457625
M9 + 0.2% glycerol,401,1.694225
M9 + 0.2% glycerol,530,2.23925
M9 + 0.2% glycerol,434,1.83365
M9 + 0.2% glycerol,272,1.1492
M9 + 0.2% glycerol,504,2.1294
M9 + 0.2% glycerol,370,1.56325
M9 + 0.2% glycerol,403,1.702675
M9 + 0.2% glycerol,419,1.770275
M9 + 0.2% glycerol,441,1.863225
M9 + 0.2% glycerol,196,0.8281
M9 + 0.2% glycerol,193,0.815425
M9 + 0.2% glycerol,385,1.626625
M9 + 0.2% glycerol,331,1.398475
M9 + 0.2% glycerol,279,1.178775
M9 + 0.2% glycerol,268,1.1323
M9 + 0.2% glycerol,129,0.545025
M9 + 0.2% glycerol,556,2.3491
M9 + 0.2% glycerol,437,1.846325
M9 + 0.2% glycerol,261,1.102725
M9 + 0.2% glycerol,236,0.9971
M9 + 0.2% glycerol,361,1.525225
M9 + 0.2% glycerol,359,1.516775
M9 + 0.2% glycerol,198,0.83655
M9 + 0.2% glycerol,356,1.5041
M9 + 0.2% glycerol,255,1.077375
M9 + 0.2% glycerol,339,1.432275
M9 + 0.2% glycerol,381,1.609725
M9 + 0.2% glycerol,556,2.3491
M9 + 0.2% glycerol,251,1.060475
M9 + 0.2% glycerol,358,1.51255
M9 + 0.2% glycerol,491,2.074475
M9 + 0.2% glycerol,364,1.5379
M9 + 0.2% glycerol,406,1.71535
M9 + 0.2% glycerol,409,1.728025
M9 + 0.2% glycerol,462,1.95195
M9 + 0.2% glycerol,197,0.832325
M9 + 0.2% glycerol,318,1.34355
M9 + 0.2% glycerol,502,2.12095
M9 + 0.2% glycerol,451,1.905475
M9 + 0.2% glycerol,316,1.3351
M9 + 0.2% glycerol,293,1.237925
M9 + 0.2% glycerol,240,1.014
M9 + 0.2% glycerol,427,1.804075
M9 + 0.2% glycerol,482,2.03645
M9 + 0.2% glycerol,222,0.93795
M9 + 0.2% glycerol,352,1.4872
M9 + 0.2% glycerol,345,1.457625
M9 + 0.2% glycerol,323,1.364675
M9 + 0.2% glycerol,318,1.34355
M9 + 0.2% glycerol,408,1.7238
M9 + 0.2% glycerol,354,1.49565
M9 + 0.2% glycerol,337,1.423825
M9 + 0.2% glycerol,280,1.183
M9 + 0.2% glycerol,480,2.028
M9 + 0.2% glycerol,480,2.028
M9 + 0.2% glycerol,545,2.302625
M9 + 0.2% glycerol,233,0.984425
M9 + 0.2% glycerol,188,0.7943
M9 + 0.2% glycerol,215,0.908375
M9 + 0.2% glycerol,574,2.42515
M9 + 0.2% glycerol,186,0.78585
M9 + 0.2% glycerol,281,1.187225
M9 + 0.2% glycerol,294,1.24215
M9 + 0.2% glycerol,186,0.78585
M9 + 0.2% glycerol,277,1.170325
M9 + 0.2% glycerol,383,1.618175
M9 + 0.2% glycerol,280,1.183
M9 + 0.2% glycerol,383,1.618175
M9 + 0.2% glycerol,378,1.59705
M9 + 0.2% glycerol,347,1.466075
M9 + 0.2% glycerol,332,1.4027
M9 + 0.2% glycerol,206,0.87035
M9 + 0.2% glycerol,370,1.56325
M9 + 0.2% glycerol,230,0.97175
M9 + 0.2% glycerol,449,1.897025
M9 + 0.2% glycerol,368,1.5548
M9 + 0.2% glycerol,334,1.41115
M9 + 0.2% glycerol,207,0.874575
M9 + 0.2% glycerol,446,1.88435
M9 + 0.2% glycerol,208,0.8788
M9 + 0.2% glycerol,380,1.6055
M9 + 0.2% glycerol,859,3.629275
M9 + 0.2% glycerol,261,1.102725
M9 + 0.2% glycerol,493,2.082925
M9 + 0.2% glycerol,554,2.34065
M9 + 0.2% glycerol,367,1.550575
Stationary phase 16h,242,1.02245
Stationary phase 16h,339,1.432275
Stationary phase 16h,529,2.235025
Stationary phase 16h,251,1.060475
Stationary phase 16h,302,1.27595
Stationary phase 16h,331,1.398475
Stationary phase 16h,299,1.263275
Stationary phase 16h,489,2.066025
Stationary phase 16h,605,2.556125
Stationary phase 16h,407,1.719575
Stationary phase 16h,378,1.59705
Stationary phase 16h,207,0.874575
Stationary phase 16h,236,0.9971
Stationary phase 16h,259,1.094275
Stationary phase 16h,295,1.246375
Stationary phase 16h,384,1.6224
Stationary phase 16h,267,1.128075
Stationary phase 16h,307,1.297075
Stationary phase 16h,264,1.1154
Stationary phase 16h,289,1.221025
Stationary phase 16h,402,1.69845
Stationary phase 16h,292,1.2337
Stationary phase 16h,272,1.1492
Stationary phase 16h,287,1.212575
Stationary phase 16h,307,1.297075
Stationary phase 16h,348,1.4703
Stationary phase 16h,510,2.15475
Stationary phase 16h,300,1.2675
Stationary phase 16h,513,2.167425
Stationary phase 16h,218,0.92105
Stationary phase 16h,316,1.3351
Stationary phase 16h,324,1.3689
Stationary phase 16h,487,2.057575
Stationary phase 16h,288,1.2168
Stationary phase 16h,302,1.27595
Stationary phase 16h,242,1.02245
Stationary phase 16h,133,0.561925
Stationary phase 16h,341,1.440725
Stationary phase 16h,315,1.330875
Stationary phase 16h,556,2.3491
Stationary phase 16h,532,2.2477
Stationary phase 16h,467,1.973075
Stationary phase 16h,271,1.144975
Stationary phase 16h,319,1.347775
Stationary phase 16h,231,0.975975
Stationary phase 16h,429,1.812525
Stationary phase 16h,290,1.22525
Stationary phase 16h,334,1.41115
Stationary phase 16h,322,1.36045
Stationary phase 16h,307,1.297075
Stationary phase 16h,497,2.099825
Stationary phase 16h,176,0.7436
Stationary phase 16h,386,1.63085
Stationary phase 16h,268,1.1323
Stationary phase 16h,312,1.3182
Stationary phase 16h,454,1.91815
Stationary phase 16h,303,1.280175
Stationary phase 16h,405,1.711125
Stationary phase 16h,498,2.10405
Stationary phase 16h,446,1.88435
Stationary phase 16h,822,3.47295
Stationary phase 16h,349,1.474525
Stationary phase 16h,210,0.88725
Stationary phase 16h,386,1.63085
Stationary phase 16h,344,1.4534
Stationary phase 16h,354,1.49565
Stationary phase 16h,261,1.102725
Stationary phase 16h,446,1.88435
Stationary phase 16h,308,1.3013
Stationary phase 16h,256,1.0816
Stationary phase 16h,355,1.499875
Stationary phase 16h,391,1.651975
Stationary phase 16h,597,2.522325
Stationary phase 16h,102,0.43095
Stationary phase 16h,366,1.54635
Stationary phase 16h,240,1.014
Stationary phase 16h,255,1.077375
Stationary phase 16h,232,0.9802
Stationary phase 16h,253,1.068925
Stationary phase 16h,366,1.54635
Stationary phase 16h,319,1.347775
Stationary phase 16h,449,1.897025
Stationary phase 16h,251,1.060475
Stationary phase 16h,256,1.0816
Stationary phase 16h,212,0.8957
Stationary phase 16h,316,1.3351
Stationary phase 16h,288,1.2168
Stationary phase 16h,282,1.19145
Stationary phase 16h,320,1.352
Stationary phase 16h,821,3.468725
Stationary phase 16h,493,2.082925
Stationary phase 16h,507,2.142075
Stationary phase 16h,253,1.068925
Stationary phase 16h,489,2.066025
Stationary phase 16h,516,2.1801
Stationary phase 16h,559,2.361775
Stationary phase 16h,293,1.237925
Stationary phase 16h,303,1.280175
Stationary phase 16h,328,1.3858
Stationary phase 16h,278,1.17455
Stationary phase 16h,461,1.947725
Stationary phase 16h,339,1.432275
Stationary phase 16h,354,1.49565
Stationary phase 16h,378,1.59705
Stationary phase 16h,410,1.73225
Stationary phase 16h,456,1.9266
Stationary phase 16h,437,1.846325
Stationary phase 16h,290,1.22525
Stationary phase 16h,369,1.559025
Stationary phase 16h,214,0.90415
Stationary phase 16h,502,2.12095
Stationary phase 16h,514,2.17165
Stationary phase 16h,312,1.3182
Stationary phase 16h,335,1.415375
Stationary phase 16h,386,1.63085
Stationary phase 16h,594,2.50965
Stationary phase 16h,269,1.136525
Stationary phase 16h,332,1.4027
Stationary phase 16h,330,1.39425
Stationary phase 16h,213,0.899925
Stationary phase 16h,174,0.73515
Stationary phase 16h,348,1.4703
Stationary phase 16h,377,1.592825
Stationary phase 16h,361,1.525225
Stationary phase 16h,378,1.59705
Stationary phase 16h,278,1.17455
Stationary phase 16h,470,1.98575
Stationary phase 16h,308,1.3013
Stationary phase 16h,373,1.575925
Stationary phase 16h,382,1.61395
Stationary phase 16h,374,1.58015
Stationary phase 16h,274,1.15765
Stationary phase 16h,388,1.6393
Stationary phase 16h,447,1.888575
Stationary phase 16h,232,0.9802
Stationary phase 16h,417,1.761825
Stationary phase 16h,326,1.37735
Stationary phase 16h,437,1.846325
Stationary phase 16h,332,1.4027
Stationary phase 16h,468,1.9773
Stationary phase 16h,384,1.6224
Stationary phase 16h,348,1.4703
Stationary phase 16h,322,1.36045
Stationary phase 16h,397,1.677325
Stationary phase 16h,328,1.3858
Stationary phase 16h,356,1.5041
Stationary phase 16h,345,1.457625
Stationary phase 16h,263,1.111175
Stationary phase 16h,455,1.922375
Stationary phase 16h,474,2.00265
Stationary phase 16h,640,2.704
Stationary phase 16h,406,1.71535
Stationary phase 16h,540,2.2815
Stationary phase 16h,547,2.311075
Stationary phase 16h,367,1.550575
Stationary phase 16h,362,1.52945
Stationary phase 16h,628,2.6533
Stationary phase 16h,320,1.352
Stationary phase 16h,223,0.942175
Stationary phase 16h,631,2.665975
Stationary phase 16h,491,2.074475
Stationary phase 16h,283,1.195675
Stationary phase 16h,622,2.62795
Stationary phase 16h,438,1.85055
Stationary phase 16h,377,1.592825
Stationary phase 16h,334,1.41115
Stationary phase 16h,226,0.95485
Stationary phase 16h,365,1.542125
Stationary phase 16h,357,1.508325
Stationary phase 16h,326,1.37735
Stationary phase 16h,460,1.9435
Stationary phase 16h,387,1.635075
Stationary phase 16h,657,2.775825
Stationary phase 16h,307,1.297075
Stationary phase 16h,350,1.47875
Stationary phase 16h,217,0.916825
Stationary phase 16h,369,1.559025
Stationary phase 16h,299,1.263275
Stationary phase 16h,342,1.44495
Stationary phase 16h,288,1.2168
Stationary phase 16h,320,1.352
Stationary phase 16h,328,1.3858
Stationary phase 16h,303,1.280175
Stationary phase 16h,373,1.575925
Stationary phase 16h,492,2.0787
Stationary phase 16h,403,1.702675
Stationary phase 16h,548,2.3153
Stationary phase 16h,377,1.592825
Stationary phase 16h,464,1.9604
Stationary phase 16h,414,1.74915
Stationary phase 16h,303,1.280175
Stationary phase 16h,202,0.85345
Stationary phase 16h,273,1.153425
Stationary phase 16h,227,0.959075
Stationary phase 16h,291,1.229475
Stationary phase 16h,371,1.567475
Stationary phase 16h,339,1.432275
Stationary phase 16h,464,1.9604
Stationary phase 16h,349,1.474525
Stationary phase 16h,298,1.25905
Stationary phase 16h,415,1.753375
Stationary phase 16h,404,1.7069
Stationary phase 16h,214,0.90415
Stationary phase 16h,270,1.14075
Stationary phase 16h,252,1.0647
Stationary phase 16h,442,1.86745
Stationary phase 16h,331,1.398475
Stationary phase 16h,265,1.119625
Stationary phase 16h,330,1.39425
Stationary phase 16h,355,1.499875
Stationary phase 16h,361,1.525225
Stationary phase 16h,367,1.550575
Stationary phase 16h,261,1.102725
Stationary phase 16h,318,1.34355
Stationary phase 16h,248,1.0478
Stationary phase 16h,349,1.474525
Stationary phase 16h,260,1.0985
Stationary phase 16h,312,1.3182
Stationary phase 16h,275,1.161875
Stationary phase 16h,484,2.0449
Stationary phase 16h,240,1.014
Stationary phase 16h,317,1.339325
Stationary phase 16h,350,1.47875
Stationary phase 16h,260,1.0985
Stationary phase 16h,706,2.98285
Stationary phase 16h,254,1.07315
Stationary phase 16h,375,1.584375
Stationary phase 16h,465,1.964625
Stationary phase 16h,247,1.043575
Stationary phase 16h,427,1.804075
Stationary phase 16h,463,1.956175
Stationary phase 16h,320,1.352
Stationary phase 16h,351,1.482975
Stationary phase 16h,681,2.877225
Stationary phase 16h,437,1.846325
Stationary phase 16h,347,1.466075
Stationary phase 16h,302,1.27595
Stationary phase 16h,318,1.34355
Stationary phase 16h,266,1.12385
Stationary phase 16h,346,1.46185
Stationary phase 16h,378,1.59705
Stationary phase 16h,280,1.183
Stationary phase 16h,391,1.651975
Stationary phase 16h,416,1.7576
Stationary phase 16h,296,1.2506
Stationary phase 16h,416,1.7576
Stationary phase 16h,318,1.34355
Stationary phase 16h,477,2.015325
Stationary phase 16h,515,2.175875
Stationary phase 16h,543,2.294175
Stationary phase 16h,526,2.22235
Stationary phase 16h,204,0.8619
Stationary phase 16h,322,1.36045
Stationary phase 16h,347,1.466075
Stationary phase 16h,406,1.71535
Stationary phase 16h,364,1.5379
Stationary phase 16h,341,1.440725
Stationary phase 16h,542,2.28995
Stationary phase 16h,334,1.41115
Stationary phase 16h,279,1.178775
Stationary phase 16h,414,1.74915
Stationary phase 16h,535,2.260375
Stationary phase 16h,316,1.3351
Stationary phase 16h,299,1.263275
Stationary phase 16h,1030,4.35175
Stationary phase 16h,297,1.254825
Stationary phase 16h,331,1.398475
Stationary phase 16h,340,1.4365
Stationary phase 16h,300,1.2675
Stationary phase 16h,274,1.15765
Stationary phase 16h,335,1.415375
Stationary phase 16h,427,1.804075
Stationary phase 16h,224,0.9464
Stationary phase 16h,440,1.859
Stationary phase 16h,309,1.305525
Stationary phase 16h,320,1.352
Stationary phase 16h,277,1.170325
Stationary phase 16h,424,1.7914
Stationary phase 16h,420,1.7745
Stationary phase 16h,419,1.770275
Stationary phase 16h,308,1.3013
Stationary phase 16h,328,1.3858
Stationary phase 16h,273,1.153425
Stationary phase 16h,518,2.18855
Stationary phase 16h,416,1.7576
Stationary phase 16h,302,1.27595
Stationary phase 16h,514,2.17165
Stationary phase 16h,268,1.1323
Stationary phase 16h,364,1.5379
Stationary phase 16h,919,3.882775
Stationary phase 16h,248,1.0478
Stationary phase 16h,410,1.73225
Stationary phase 16h,367,1.550575
Stationary phase 16h,412,1.7407
Stationary phase 16h,380,1.6055
Stationary phase 16h,284,1.1999
Stationary phase 16h,304,1.2844
Stationary phase 16h,261,1.102725
Stationary phase 16h,279,1.178775
Stationary phase 16h,289,1.221025
Stationary phase 16h,422,1.78295
Stationary phase 16h,629,2.657525
Stationary phase 16h,296,1.2506
Stationary phase 16h,253,1.068925
Stationary phase 16h,520,2.197
Stationary phase 16h,365,1.542125
Stationary phase 16h,717,3.029325
Stationary phase 16h,352,1.4872
Stationary phase 16h,364,1.5379
Stationary phase 16h,468,1.9773
Stationary phase 16h,353,1.491425
Stationary phase 16h,768,3.2448
Stationary phase 16h,470,1.98575
Stationary phase 16h,285,1.204125
Stationary phase 16h,278,1.17455
Stationary phase 16h,355,1.499875
Stationary phase 16h,328,1.3858
Stationary phase 16h,341,1.440725
Stationary phase 16h,269,1.136525
Stationary phase 16h,381,1.609725
Stationary phase 16h,526,2.22235
Stationary phase 16h,510,2.15475
Stationary phase 16h,203,0.857675
Stationary phase 16h,306,1.29285
Stationary phase 16h,418,1.76605
Stationary phase 16h,485,2.049125
Stationary phase 16h,431,1.820975
Stationary phase 16h,293,1.237925
Stationary phase 16h,302,1.27595
Stationary phase 16h,396,1.6731
Stationary phase 16h,276,1.1661
Stationary phase 16h,297,1.254825
Stationary phase 16h,372,1.5717
Stationary phase 16h,385,1.626625
Stationary phase 16h,582,2.45895
Stationary phase 16h,382,1.61395
Stationary phase 16h,424,1.7914
Stationary phase 16h,242,1.02245
Stationary phase 16h,285,1.204125
Stationary phase 16h,309,1.305525
Stationary phase 16h,131,0.553475
Stationary phase 16h,483,2.040675
Stationary phase 16h,318,1.34355
Stationary phase 16h,156,0.6591
Stationary phase 16h,367,1.550575
Stationary phase 16h,452,1.9097
Stationary phase 16h,480,2.028
Stationary phase 16h,372,1.5717
Stationary phase 16h,228,0.9633
Stationary phase 16h,329,1.390025
Stationary phase 16h,349,1.474525
Stationary phase 16h,340,1.4365
Stationary phase 16h,528,2.2308
Stationary phase 16h,429,1.812525
Stationary phase 16h,192,0.8112
Stationary phase 16h,476,2.0111
Stationary phase 16h,306,1.29285
Stationary phase 16h,554,2.34065
Stationary phase 16h,385,1.626625
Stationary phase 16h,391,1.651975
Stationary phase 16h,199,0.840775
Stationary phase 16h,333,1.406925
Stationary phase 16h,323,1.364675
Stationary phase 16h,411,1.736475
Stationary phase 16h,323,1.364675
Stationary phase 16h,296,1.2506
Stationary phase 16h,502,2.12095
Stationary phase 16h,585,2.471625
Stationary phase 16h,411,1.736475
Stationary phase 16h,301,1.271725
Stationary phase 16h,319,1.347775
Stationary phase 16h,431,1.820975
Stationary phase 16h,325,1.373125
Stationary phase 16h,355,1.499875
Stationary phase 16h,460,1.9435
Stationary phase 16h,393,1.660425
Stationary phase 16h,260,1.0985
Stationary phase 16h,379,1.601275
Stationary phase 16h,210,0.88725
Stationary phase 16h,331,1.398475
Stationary phase 16h,384,1.6224
Stationary phase 16h,375,1.584375
Stationary phase 16h,325,1.373125
Stationary phase 16h,386,1.63085
Stationary phase 16h,449,1.897025
Stationary phase 16h,382,1.61395
Stationary phase 16h,299,1.263275
Stationary phase 16h,387,1.635075
Stationary phase 16h,302,1.27595
Stationary phase 16h,368,1.5548
Stationary phase 16h,347,1.466075
Stationary phase 16h,368,1.5548
Stationary phase 16h,354,1.49565
Stationary phase 16h,209,0.883025
Stationary phase 16h,256,1.0816
Stationary phase 16h,341,1.440725
Stationary phase 16h,764,3.2279
Stationary phase 16h,521,2.201225
Stationary phase 16h,236,0.9971
Stationary phase 16h,400,1.69
Stationary phase 16h,346,1.46185
Stationary phase 16h,244,1.0309
Stationary phase 16h,227,0.959075
Stationary phase 16h,509,2.150525
Stationary phase 16h,385,1.626625
Stationary phase 16h,365,1.542125
Stationary phase 16h,509,2.150525
Stationary phase 16h,641,2.708225
Stationary phase 16h,379,1.601275
Stationary phase 16h,298,1.25905
Stationary phase 16h,313,1.322425
Stationary phase 16h,317,1.339325
Stationary phase 16h,470,1.98575
Stationary phase 16h,574,2.42515
Stationary phase 16h,415,1.753375
Stationary phase 16h,385,1.626625
Stationary phase 16h,336,1.4196
Stationary phase 16h,250,1.05625
Stationary phase 16h,262,1.10695
Stationary phase 16h,108,0.4563
Stationary phase 16h,351,1.482975
Stationary phase 16h,287,1.212575
Stationary phase 16h,299,1.263275
Stationary phase 16h,258,1.09005
Stationary phase 16h,469,1.981525
Stationary phase 16h,192,0.8112
Stationary phase 16h,583,2.463175
Stationary phase 16h,258,1.09005
Stationary phase 16h,397,1.677325
Stationary phase 16h,371,1.567475
Stationary phase 16h,446,1.88435
Stationary phase 16h,203,0.857675
Stationary phase 16h,355,1.499875
Stationary phase 16h,330,1.39425
Stationary phase 16h,454,1.91815
Stationary phase 16h,316,1.3351
Stationary phase 16h,214,0.90415
Stationary phase 16h,427,1.804075
Stationary phase 16h,437,1.846325
Stationary phase 16h,364,1.5379
Stationary phase 16h,407,1.719575
Stationary phase 16h,402,1.69845
Stationary phase 16h,405,1.711125
Stationary phase 16h,333,1.406925
Stationary phase 16h,232,0.9802
Stationary phase 16h,377,1.592825
Stationary phase 16h,530,2.23925
Stationary phase 16h,342,1.44495
Stationary phase 16h,346,1.46185
Stationary phase 16h,452,1.9097
Stationary phase 16h,337,1.423825
Stationary phase 16h,497,2.099825
Stationary phase 16h,310,1.30975
Stationary phase 16h,288,1.2168
Stationary phase 16h,342,1.44495
Stationary phase 16h,227,0.959075
Stationary phase 16h,285,1.204125
Stationary phase 16h,445,1.880125
Stationary phase 16h,478,2.01955
Stationary phase 16h,310,1.30975
Stationary phase 16h,249,1.052025
Stationary phase 16h,417,1.761825
Stationary phase 16h,307,1.297075
Stationary phase 16h,304,1.2844
Stationary phase 16h,300,1.2675
Stationary phase 16h,836,3.5321
Stationary phase 16h,285,1.204125
Stationary phase 16h,236,0.9971
Synthetic Rich,630,2.66175
Synthetic Rich,838,3.54055
Synthetic Rich,1062,4.48695
Synthetic Rich,762,3.21945
Synthetic Rich,312,1.3182
Synthetic Rich,714,3.01665
Synthetic Rich,934,3.94615
Synthetic Rich,656,2.7716
Synthetic Rich,678,2.86455
Synthetic Rich,393,1.660425
Synthetic Rich,1379,5.826275
Synthetic Rich,1546,6.53185
Synthetic Rich,850,3.59125
Synthetic Rich,737,3.113825
Synthetic Rich,940,3.9715
Synthetic Rich,1217,5.141825
Synthetic Rich,960,4.056
Synthetic Rich,1301,5.496725
Synthetic Rich,1155,4.879875
Synthetic Rich,1012,4.2757
Synthetic Rich,378,1.59705
Synthetic Rich,673,2.843425
Synthetic Rich,891,3.764475
Synthetic Rich,786,3.32085
Synthetic Rich,806,3.40535
Synthetic Rich,829,3.502525
Synthetic Rich,816,3.4476
Synthetic Rich,1735,7.330375
Synthetic Rich,743,3.139175
Synthetic Rich,476,2.0111
Synthetic Rich,963,4.068675
Synthetic Rich,617,2.606825
Synthetic Rich,872,3.6842
Synthetic Rich,1289,5.446025
Synthetic Rich,704,2.9744
Synthetic Rich,860,3.6335
Synthetic Rich,442,1.86745
Synthetic Rich,872,3.6842
Synthetic Rich,627,2.649075
Synthetic Rich,1802,7.61345
Synthetic Rich,823,3.477175
Synthetic Rich,909,3.840525
Synthetic Rich,580,2.4505
Synthetic Rich,856,3.6166
Synthetic Rich,655,2.767375
Synthetic Rich,632,2.6702
Synthetic Rich,1301,5.496725
Synthetic Rich,573,2.420925
Synthetic Rich,414,1.74915
Synthetic Rich,519,2.192775
Synthetic Rich,494,2.08715
Synthetic Rich,763,3.223675
Synthetic Rich,518,2.18855
Synthetic Rich,605,2.556125
Synthetic Rich,1390,5.87275
Synthetic Rich,1654,6.98815
Synthetic Rich,363,1.533675
Synthetic Rich,895,3.781375
Synthetic Rich,706,2.98285
Synthetic Rich,1121,4.736225
Synthetic Rich,1038,4.38555
Synthetic Rich,994,4.19965
Synthetic Rich,888,3.7518
Synthetic Rich,1247,5.268575
Synthetic Rich,1400,5.915
Synthetic Rich,644,2.7209
Synthetic Rich,661,2.792725
Synthetic Rich,446,1.88435
Synthetic Rich,1297,5.479825
Synthetic Rich,1082,4.57145
Synthetic Rich,905,3.823625
Synthetic Rich,1402,5.92345
Synthetic Rich,744,3.1434
Synthetic Rich,1450,6.12625
Synthetic Rich,595,2.513875
Synthetic Rich,507,2.142075
Synthetic Rich,662,2.79695
Synthetic Rich,689,2.911025
Synthetic Rich,709,2.995525
Synthetic Rich,526,2.22235
Synthetic Rich,438,1.85055
Synthetic Rich,1420,5.9995
Synthetic Rich,619,2.615275
Synthetic Rich,804,3.3969
Synthetic Rich,1113,4.702425
M9 + 0.2% lactose,566,2.39135
M9 + 0.2% lactose,452,1.9097
M9 + 0.2% lactose,374,1.58015
M9 + 0.2% lactose,684,2.8899
M9 + 0.2% lactose,499,2.108275
M9 + 0.2% lactose,443,1.871675
M9 + 0.2% lactose,387,1.635075
M9 + 0.2% lactose,560,2.366
M9 + 0.2% lactose,401,1.694225
M9 + 0.2% lactose,282,1.19145
M9 + 0.2% lactose,268,1.1323
M9 + 0.2% lactose,376,1.5886
M9 + 0.2% lactose,290,1.22525
M9 + 0.2% lactose,739,3.122275
M9 + 0.2% lactose,483,2.040675
M9 + 0.2% lactose,642,2.71245
M9 + 0.2% lactose,566,2.39135
M9 + 0.2% lactose,489,2.066025
M9 + 0.2% lactose,370,1.56325
M9 + 0.2% lactose,620,2.6195
M9 + 0.2% lactose,458,1.93505
M9 + 0.2% lactose,280,1.183
M9 + 0.2% lactose,550,2.32375
M9 + 0.2% lactose,501,2.116725
M9 + 0.2% lactose,775,3.274375
M9 + 0.2% lactose,653,2.758925
M9 + 0.2% lactose,605,2.556125
M9 + 0.2% lactose,376,1.5886
M9 + 0.2% lactose,383,1.618175
M9 + 0.2% lactose,443,1.871675
M9 + 0.2% lactose,483,2.040675
M9 + 0.2% lactose,623,2.632175
M9 + 0.2% lactose,417,1.761825
M9 + 0.2% lactose,412,1.7407
M9 + 0.2% lactose,298,1.25905
M9 + 0.2% lactose,450,1.90125
M9 + 0.2% lactose,262,1.10695
M9 + 0.2% lactose,562,2.37445
M9 + 0.2% lactose,292,1.2337
M9 + 0.2% lactose,300,1.2675
M9 + 0.2% lactose,803,3.392675
M9 + 0.2% lactose,380,1.6055
M9 + 0.2% lactose,388,1.6393
M9 + 0.2% lactose,410,1.73225
M9 + 0.2% lactose,616,2.6026
M9 + 0.2% lactose,444,1.8759
M9 + 0.2% lactose,713,3.012425
M9 + 0.2% lactose,559,2.361775
M9 + 0.2% lactose,535,2.260375
M9 + 0.2% lactose,558,2.35755
M9 + 0.2% lactose,364,1.5379
M9 + 0.2% lactose,703,2.970175
M9 + 0.2% lactose,452,1.9097
M9 + 0.2% lactose,502,2.12095
M9 + 0.2% lactose,426,1.79985
M9 + 0.2% lactose,559,2.361775
M9 + 0.2% lactose,342,1.44495
M9 + 0.2% lactose,523,2.209675
M9 + 0.2% lactose,518,2.18855
M9 + 0.2% lactose,436,1.8421
M9 + 0.2% lactose,288,1.2168
M9 + 0.2% lactose,486,2.05335
M9 + 0.2% lactose,492,2.0787
M9 + 0.2% lactose,341,1.440725
M9 + 0.2% lactose,341,1.440725
M9 + 0.2% lactose,371,1.567475
M9 + 0.2% lactose,292,1.2337
M9 + 0.2% lactose,422,1.78295
M9 + 0.2% lactose,412,1.7407
M9 + 0.2% lactose,861,3.637725
M9 + 0.2% lactose,391,1.651975
M9 + 0.2% lactose,527,2.226575
M9 + 0.2% lactose,769,3.249025
M9 + 0.2% lactose,467,1.973075
M9 + 0.2% lactose,622,2.62795
M9 + 0.2% lactose,192,0.8112
M9 + 0.2% lactose,539,2.277275
M9 + 0.2% lactose,460,1.9435
M9 + 0.2% lactose,437,1.846325
M9 + 0.2% lactose,740,3.1265
M9 + 0.2% lactose,420,1.7745
M9 + 0.2% lactose,620,2.6195
M9 + 0.2% lactose,399,1.685775
M9 + 0.2% lactose,127,0.536575
M9 + 0.2% lactose,599,2.530775
M9 + 0.2% lactose,328,1.3858
M9 + 0.2% lactose,441,1.863225
M9 + 0.2% lactose,382,1.61395
M9 + 0.2% lactose,636,2.6871
M9 + 0.2% lactose,640,2.704
M9 + 0.2% lactose,416,1.7576
M9 + 0.2% lactose,488,2.0618
M9 + 0.2% lactose,419,1.770275
M9 + 0.2% lactose,461,1.947725
M9 + 0.2% lactose,356,1.5041
M9 + 0.2% lactose,465,1.964625
M9 + 0.2% lactose,348,1.4703
M9 + 0.2% lactose,784,3.3124
M9 + 0.2% lactose,420,1.7745
M9 + 0.2% lactose,340,1.4365
M9 + 0.2% lactose,495,2.091375
M9 + 0.2% lactose,468,1.9773
M9 + 0.2% lactose,321,1.356225
M9 + 0.2% lactose,341,1.440725
M9 + 0.2% lactose,334,1.41115
M9 + 0.2% lactose,507,2.142075
M9 + 0.2% lactose,573,2.420925
M9 + 0.2% lactose,495,2.091375
M9 + 0.2% lactose,335,1.415375
